policy_id,product,segment,region,period,written_premium,earned_premium
P01126,Commercial,Construction,West,2026-09,25512,24769
P01127,Commercial,Construction,West,2026-09,10208,9911
P01128,Commercial,Construction,West,2026-09,31455,30539
P01129,Commercial,Construction,West,2026-09,10735,10422
P01130,Commercial,Construction,West,2026-09,8505,8257
P01131,Commercial,Construction,West,2026-09,19306,18744
P01132,Commercial,Construction,West,2026-09,19912,19332
P01133,Commercial,Construction,West,2026-09,19598,19027
P01134,Commercial,Construction,West,2026-09,17618,17105
P01135,Commercial,Construction,West,2026-09,33064,32101
P01136,Commercial,Construction,West,2026-09,18991,18438
P01137,Commercial,Construction,West,2026-09,18761,18215
P01138,Commercial,Construction,West,2026-09,17206,16705
P01139,Commercial,Construction,West,2026-09,7384,7169
P01140,Commercial,Construction,West,2026-09,21944,21305
P01141,Commercial,Construction,West,2026-09,11843,11498
P01142,Commercial,Construction,West,2026-09,23179,22504
P01143,Commercial,Construction,West,2026-09,6941,6739
P01144,Commercial,Construction,West,2026-09,32693,31741
P01145,Commercial,Construction,West,2026-09,18513,17974
P01146,Commercial,Construction,West,2026-09,30351,29467
P01147,Commercial,Construction,West,2026-09,18694,18150
P01148,Commercial,Construction,West,2026-09,7204,6994
P01149,Commercial,Construction,West,2026-09,28288,27464
P01150,Commercial,Construction,West,2026-09,23472,22788
P01151,Commercial,Construction,West,2026-09,27168,26377
P01152,Commercial,Construction,West,2026-09,17383,16877
P01153,Commercial,Construction,West,2026-09,23188,22513
P01154,Commercial,Construction,West,2026-09,29229,28378
P01155,Commercial,Construction,West,2026-09,22998,22328
P01156,Commercial,Construction,West,2026-09,15155,14714
P01157,Commercial,Construction,West,2026-09,23869,23174
P01158,Commercial,Construction,West,2026-09,24127,23424
P01159,Commercial,Construction,West,2026-09,32117,31182
P01160,Commercial,Construction,West,2026-09,15799,15339
P01161,Commercial,Construction,West,2026-09,17298,16794
P01162,Commercial,Construction,West,2026-09,28009,27193
P01163,Commercial,Construction,West,2026-09,19531,18962
P01164,Commercial,Construction,West,2026-09,25918,25163
P01165,Commercial,Construction,West,2026-09,18257,17725
P01166,Commercial,Construction,West,2026-09,11498,11163
P01167,Commercial,Construction,West,2026-09,26157,25395
P01168,Commercial,Construction,West,2026-09,9164,8897
P01169,Commercial,Construction,West,2026-09,11030,10709
P01170,Commercial,Construction,West,2026-09,22880,22214
P01171,Commercial,SME,North,2026-09,20771,20166
P01172,Commercial,SME,North,2026-09,27824,27014
P01173,Commercial,SME,North,2026-09,28305,27481
P01174,Commercial,SME,North,2026-09,25314,24577
P01175,Commercial,SME,North,2026-09,16876,16384
P01176,Commercial,SME,North,2026-09,7178,6969
P01177,Commercial,SME,North,2026-09,5510,5350
P01178,Commercial,SME,North,2026-09,17291,16787
P01179,Commercial,SME,North,2026-09,17727,17211
P01180,Commercial,SME,North,2026-09,15508,15056
P01181,Commercial,SME,North,2026-09,19613,19042
P01182,Commercial,SME,North,2026-09,19204,18645
P01183,Commercial,SME,North,2026-09,26467,25696
P01184,Commercial,SME,North,2026-09,7881,7651
P01185,Commercial,SME,North,2026-09,10856,10540
P01186,Commercial,SME,North,2026-09,25353,24615
P01187,Commercial,SME,North,2026-09,26753,25974
P01188,Commercial,SME,North,2026-09,30507,29618
P01189,Commercial,SME,North,2026-09,27394,26596
P01190,Commercial,SME,North,2026-09,27828,27017
P01191,Commercial,SME,North,2026-09,13132,12750
P01192,Commercial,SME,North,2026-09,15361,14914
P01193,Commercial,SME,North,2026-09,11951,11603
P01194,Commercial,SME,North,2026-09,20587,19987
P01195,Commercial,SME,North,2026-09,29076,28229
P01196,Commercial,SME,North,2026-09,13906,13501
P01197,Commercial,SME,North,2026-09,19328,18765
P01198,Commercial,SME,North,2026-09,12672,12303
P01199,Commercial,SME,North,2026-09,9442,9167
P01200,Commercial,SME,North,2026-09,10090,9796
P01201,Commercial,SME,North,2026-09,6586,6394
P01202,Commercial,SME,North,2026-09,29344,28489
P01203,Commercial,SME,North,2026-09,15393,14945
P01204,Commercial,SME,North,2026-09,26403,25634
P01205,Commercial,SME,North,2026-09,22502,21847
P01206,Commercial,SME,North,2026-09,10006,9715
P01207,Commercial,SME,North,2026-09,9586,9307
P01208,Commercial,SME,North,2026-09,25839,25086
P01209,Commercial,SME,North,2026-09,11866,11520
P01210,Commercial,SME,North,2026-09,28425,27597
P01211,Commercial,SME,North,2026-09,8682,8429
P01212,Commercial,SME,North,2026-09,22410,21757
P01213,Commercial,SME,North,2026-09,25901,25147
P01214,Commercial,SME,North,2026-09,11113,10789
P01215,Commercial,SME,North,2026-09,12158,11804
P01216,Commercial,SME,North,2026-09,29733,28867
P01217,Commercial,SME,North,2026-09,11863,11517
P01218,Commercial,SME,North,2026-09,16084,15616
P01219,Commercial,SME,North,2026-09,16149,15679
P01220,Commercial,SME,North,2026-09,11567,11230
P01221,Commercial,SME,North,2026-09,24914,24188
P01222,Commercial,SME,North,2026-09,24814,24091
P01223,Commercial,SME,North,2026-09,14766,14336
P01224,Commercial,SME,North,2026-09,26429,25659
P01225,Commercial,SME,North,2026-09,10547,10240
P01226,Commercial,SME,North,2026-09,5216,5064
P01227,Commercial,SME,North,2026-09,19689,19116
P01228,Commercial,SME,North,2026-09,30487,29599
P01229,Commercial,SME,North,2026-09,6093,5916
P01230,Commercial,SME,North,2026-09,10417,10114
P01231,Commercial,SME,North,2026-09,18356,17821
P01232,Commercial,SME,North,2026-09,25786,25035
P01233,Commercial,SME,North,2026-09,7380,7165
P01234,Commercial,SME,North,2026-09,15198,14755
P01235,Commercial,SME,North,2026-09,24181,23477
P01236,Commercial,SME,North,2026-09,14593,14168
P01237,Commercial,SME,North,2026-09,9928,9639
P01238,Commercial,SME,North,2026-09,10098,9804
P01239,Commercial,SME,North,2026-09,15576,15122
P01240,Commercial,SME,North,2026-09,17347,16842
P01241,Commercial,SME,North,2026-09,27111,26321
P01242,Commercial,SME,North,2026-09,21504,20878
P01243,Commercial,SME,North,2026-09,22734,22072
P01244,Commercial,SME,North,2026-09,30205,29325
P01245,Commercial,SME,North,2026-09,15622,15167
P01246,Commercial,SME,North,2026-09,15405,14956
P01247,Commercial,SME,North,2026-09,28681,27846
P01248,Commercial,SME,North,2026-09,11385,11053
P01249,Commercial,SME,North,2026-09,23740,23049
P01250,Commercial,SME,North,2026-09,24373,23663
P01251,Commercial,SME,North,2026-09,7603,7382
P01252,Commercial,SME,North,2026-09,17062,16565
P01253,Commercial,SME,North,2026-09,10227,9929
P01254,Commercial,SME,North,2026-09,9840,9553
P01255,Commercial,SME,North,2026-09,16949,16455
P01256,Commercial,SME,North,2026-09,12496,12132
P01257,Commercial,SME,North,2026-09,25432,24691
P01258,Commercial,SME,North,2026-09,28280,27456
P01259,Commercial,SME,North,2026-09,25602,24856
P01260,Commercial,SME,North,2026-09,11899,11552
P01261,Commercial,SME,North,2026-09,12106,11753
P01262,Commercial,SME,North,2026-09,11610,11272
P01263,Commercial,SME,North,2026-09,8554,8305
P01264,Commercial,SME,North,2026-09,29204,28353
P01265,Commercial,SME,North,2026-09,15372,14924
P01266,Commercial,SME,North,2026-09,10843,10527
P01267,Commercial,SME,North,2026-09,26723,25945
P01268,Commercial,SME,North,2026-09,15299,14853
P01269,Commercial,SME,North,2026-09,6003,5828
P01270,Commercial,SME,North,2026-09,9241,8972
P01271,Commercial,SME,North,2026-09,21428,20804
P01272,Commercial,SME,North,2026-09,25096,24365
P01273,Commercial,SME,North,2026-09,10492,10186
P01274,Commercial,SME,North,2026-09,28530,27699
P01275,Commercial,SME,North,2026-09,26835,26053
P01276,Commercial,SME,North,2026-09,26768,25988
P01277,Commercial,SME,North,2026-09,10919,10601
P01278,Commercial,SME,North,2026-09,6396,6210
P01279,Commercial,SME,North,2026-09,27254,26460
P01280,Commercial,SME,North,2026-09,12914,12538
P01281,Commercial,SME,North,2026-09,20909,20300
P01282,Commercial,SME,North,2026-09,24510,23796
P01283,Commercial,SME,North,2026-09,8382,8138
P01284,Commercial,SME,North,2026-09,25043,24314
P01285,Commercial,SME,North,2026-09,29069,28222
P01286,Commercial,SME,North,2026-09,23703,23013
P01287,Commercial,SME,North,2026-09,16372,15895
P01288,Commercial,SME,North,2026-09,27490,26689
P01289,Commercial,SME,North,2026-09,18574,18033
P01290,Commercial,SME,North,2026-09,24123,23420
P01291,Commercial,SME,North,2026-09,26056,25297
P01292,Commercial,SME,North,2026-09,24239,23533
P01293,Commercial,SME,North,2026-09,12456,12093
P01294,Commercial,SME,North,2026-09,8115,7879
P01295,Commercial,SME,North,2026-09,11192,10866
P01296,Commercial,SME,North,2026-09,17946,17423
P01297,Commercial,SME,North,2026-09,18007,17483
P01298,Commercial,SME,North,2026-09,19983,19401
P01299,Commercial,SME,North,2026-09,15195,14752
P01300,Commercial,SME,North,2026-09,25198,24464
P01301,Commercial,SME,North,2026-09,28421,27593
P01302,Commercial,SME,North,2026-09,11406,11074
P01303,Commercial,SME,North,2026-09,23911,23215
P01304,Commercial,SME,North,2026-09,22417,21764
P01305,Commercial,SME,North,2026-09,18462,17924
P01306,Commercial,SME,North,2026-09,9920,9631
P01307,Commercial,SME,North,2026-09,25410,24670
P01308,Commercial,SME,North,2026-09,29633,28770
P01309,Commercial,SME,North,2026-09,23537,22851
P01310,Commercial,SME,North,2026-09,28541,27710
P01311,Commercial,SME,North,2026-09,30235,29354
P01312,Commercial,SME,North,2026-09,14096,13685
P01313,Commercial,SME,North,2026-09,21401,20778
P01314,Commercial,SME,North,2026-09,17207,16706
P01315,Commercial,SME,North,2026-09,30297,29415
P01316,Commercial,SME,North,2026-09,7501,7283
P01317,Commercial,SME,North,2026-09,15635,15180
P01318,Commercial,SME,North,2026-09,27461,26661
P01319,Commercial,SME,North,2026-09,12359,11999
P01320,Commercial,SME,North,2026-09,25221,24486
P01321,Commercial,SME,North,2026-09,14879,14446
P01322,Commercial,SME,North,2026-09,30128,29250
P01323,Commercial,SME,North,2026-09,27665,26859
P01324,Commercial,SME,North,2026-09,12800,12427
P01325,Commercial,SME,North,2026-09,24772,24050
P01326,Commercial,SME,North,2026-09,13707,13308
P01327,Commercial,SME,North,2026-09,20589,19989
P01328,Commercial,SME,North,2026-09,21919,21281
P01329,Commercial,SME,North,2026-09,26288,25522
P01330,Commercial,SME,North,2026-09,5731,5564
P01331,Commercial,SME,North,2026-09,10727,10415
P01332,Commercial,SME,North,2026-09,23283,22605
P01333,Commercial,SME,North,2026-09,19495,18927
P01334,Commercial,SME,North,2026-09,17760,17243
P01335,Commercial,SME,North,2026-09,6516,6326
P01336,Commercial,SME,North,2026-09,13999,13591
P01337,Commercial,SME,North,2026-09,27194,26402
P01338,Commercial,SME,North,2026-09,5895,5723
P01339,Commercial,SME,North,2026-09,15229,14785
P01340,Commercial,SME,North,2026-09,29239,28387
P01341,Commercial,SME,North,2026-09,6406,6219
P01342,Commercial,SME,North,2026-09,24248,23542
P01343,Commercial,SME,North,2026-09,11684,11344
P01344,Commercial,SME,North,2026-09,27233,26440
P01345,Commercial,SME,North,2026-09,24156,23452
P01346,Commercial,SME,North,2026-09,27720,26913
P01347,Commercial,SME,North,2026-09,10619,10310
P01348,Commercial,SME,North,2026-09,18672,18128
P01349,Commercial,SME,North,2026-09,25003,24275
P01350,Commercial,SME,North,2026-09,11379,11048
P01351,Commercial,SME,North,2026-09,10998,10678
P01352,Commercial,SME,North,2026-09,5801,5632
P01353,Commercial,SME,North,2026-09,29580,28718
P01354,Commercial,SME,North,2026-09,23235,22558
P01355,Commercial,SME,North,2026-09,21333,20712
P01356,Commercial,SME,North,2026-09,24102,23400
P01357,Commercial,SME,North,2026-09,18680,18136
P01358,Commercial,SME,North,2026-09,17263,16760
P01359,Commercial,SME,North,2026-09,16584,16101
P01360,Commercial,SME,North,2026-09,21458,20833
P01361,Commercial,SME,North,2026-09,10252,9953
P01362,Commercial,SME,North,2026-09,27780,26971
P01363,Commercial,SME,North,2026-09,25832,25080
P01364,Commercial,SME,North,2026-09,14032,13623
P01365,Commercial,SME,North,2026-09,19880,19301
P01366,Commercial,SME,North,2026-09,8708,8454
P01367,Commercial,SME,North,2026-09,29933,29061
P01368,Commercial,SME,North,2026-09,28159,27339
P01369,Commercial,SME,North,2026-09,28644,27810
P01370,Commercial,SME,North,2026-09,13588,13192
P01371,Commercial,SME,North,2026-09,9424,9150
P01372,Commercial,SME,North,2026-09,10513,10207
P01373,Commercial,SME,North,2026-09,7405,7189
P01374,Commercial,SME,North,2026-09,8173,7935
P01375,Commercial,SME,North,2026-09,6927,6725
P01376,Commercial,SME,North,2026-09,30379,29494
P01377,Commercial,SME,North,2026-09,6997,6793
P01378,Commercial,SME,North,2026-09,8490,8243
P01379,Commercial,SME,North,2026-09,26228,25464
P01380,Commercial,SME,North,2026-09,19921,19341
P01381,Commercial,SME,North,2026-09,24879,24154
P01382,Commercial,SME,North,2026-09,21215,20597
P01383,Commercial,SME,North,2026-09,27631,26826
P01384,Commercial,SME,North,2026-09,21408,20784
P01385,Commercial,SME,North,2026-09,18437,17900
P01386,Commercial,SME,North,2026-09,23305,22626
P01387,Commercial,SME,North,2026-09,16529,16048
P01388,Commercial,SME,North,2026-09,13942,13536
P01389,Commercial,SME,North,2026-09,17046,16550
P01390,Commercial,SME,North,2026-09,9440,9165
P01391,Commercial,SME,North,2026-09,25445,24704
P01392,Commercial,SME,North,2026-09,11763,11420
P01393,Commercial,SME,North,2026-09,9027,8764
P01394,Commercial,SME,North,2026-09,11396,11064
P01395,Commercial,SME,North,2026-09,26606,25831
P01396,Commercial,SME,North,2026-09,13537,13143
P01397,Commercial,SME,North,2026-09,22623,21964
P01398,Commercial,SME,North,2026-09,26973,26187
P01399,Commercial,SME,North,2026-09,7092,6885
P01400,Commercial,SME,North,2026-09,24640,23922
P01401,Commercial,SME,North,2026-09,12962,12584
P01402,Commercial,SME,North,2026-09,10637,10327
P01403,Commercial,SME,North,2026-09,22696,22035
P01404,Commercial,SME,North,2026-09,28335,27510
P01405,Commercial,SME,North,2026-09,12639,12271
P01406,Commercial,SME,North,2026-09,19630,19058
P01407,Commercial,SME,North,2026-09,12506,12142
P01408,Commercial,SME,North,2026-09,19259,18698
P01409,Commercial,SME,North,2026-09,20984,20373
P01410,Commercial,SME,North,2026-09,20690,20087
P01411,Commercial,SME,South,2026-09,25809,25057
P01412,Commercial,SME,South,2026-09,11582,11245
P01413,Commercial,SME,South,2026-09,29739,28873
P01414,Commercial,SME,South,2026-09,18831,18283
P01415,Commercial,SME,South,2026-09,25713,24964
P01416,Commercial,SME,South,2026-09,28231,27409
P01417,Commercial,SME,South,2026-09,32241,31302
P01418,Commercial,SME,South,2026-09,11401,11069
P01419,Commercial,SME,South,2026-09,13094,12713
P01420,Commercial,SME,South,2026-09,12114,11761
P01421,Commercial,SME,South,2026-09,12449,12086
P01422,Commercial,SME,South,2026-09,21043,20430
P01423,Commercial,SME,South,2026-09,32099,31164
P01424,Commercial,SME,South,2026-09,32011,31079
P01425,Commercial,SME,South,2026-09,19545,18976
P01426,Commercial,SME,South,2026-09,22564,21907
P01427,Commercial,SME,South,2026-09,28506,27676
P01428,Commercial,SME,South,2026-09,30469,29582
P01429,Commercial,SME,South,2026-09,10861,10545
P01430,Commercial,SME,South,2026-09,19594,19023
P01431,Commercial,SME,South,2026-09,27777,26968
P01432,Commercial,SME,South,2026-09,13533,13139
P01433,Commercial,SME,South,2026-09,17207,16706
P01434,Commercial,SME,South,2026-09,31886,30957
P01435,Commercial,SME,South,2026-09,31870,30942
P01436,Commercial,SME,South,2026-09,29747,28881
P01437,Commercial,SME,South,2026-09,26852,26070
P01438,Commercial,SME,South,2026-09,12616,12249
P01439,Commercial,SME,South,2026-09,14008,13600
P01440,Commercial,SME,South,2026-09,20097,19512
P01441,Commercial,SME,South,2026-09,20460,19864
P01442,Commercial,SME,South,2026-09,18974,18421
P01443,Commercial,SME,South,2026-09,22501,21846
P01444,Commercial,SME,South,2026-09,16361,15884
P01445,Commercial,SME,South,2026-09,25526,24783
P01446,Commercial,SME,South,2026-09,14349,13931
P01447,Commercial,SME,South,2026-09,14272,13856
P01448,Commercial,SME,South,2026-09,8800,8544
P01449,Commercial,SME,South,2026-09,10454,10150
P01450,Commercial,SME,South,2026-09,28253,27430
P01451,Commercial,SME,South,2026-09,17381,16875
P01452,Commercial,SME,South,2026-09,11507,11172
P01453,Commercial,SME,South,2026-09,25800,25049
P01454,Commercial,SME,South,2026-09,20278,19687
P01455,Commercial,SME,South,2026-09,5948,5775
P01456,Commercial,SME,South,2026-09,13886,13482
P01457,Commercial,SME,South,2026-09,10139,9844
P01458,Commercial,SME,South,2026-09,23017,22347
P01459,Commercial,SME,South,2026-09,12775,12403
P01460,Commercial,SME,South,2026-09,7126,6918
P01461,Commercial,SME,South,2026-09,6857,6657
P01462,Commercial,SME,South,2026-09,21023,20411
P01463,Commercial,SME,South,2026-09,5963,5789
P01464,Commercial,SME,South,2026-09,28207,27385
P01465,Commercial,SME,South,2026-09,9558,9280
P01466,Commercial,SME,South,2026-09,21692,21060
P01467,Commercial,SME,South,2026-09,17338,16833
P01468,Commercial,SME,South,2026-09,17289,16785
P01469,Commercial,SME,South,2026-09,7310,7097
P01470,Commercial,SME,South,2026-09,26967,26182
P01471,Commercial,SME,South,2026-09,29396,28540
P01472,Commercial,SME,South,2026-09,5675,5510
P01473,Commercial,SME,South,2026-09,10183,9886
P01474,Commercial,SME,South,2026-09,29689,28824
P01475,Commercial,SME,South,2026-09,20157,19570
P01476,Commercial,SME,South,2026-09,9414,9140
P01477,Commercial,SME,South,2026-09,10833,10517
P01478,Commercial,SME,South,2026-09,23129,22455
P01479,Commercial,SME,South,2026-09,24872,24148
P01480,Commercial,SME,South,2026-09,21499,20873
P01481,Commercial,SME,South,2026-09,31012,30109
P01482,Commercial,SME,South,2026-09,18666,18122
P01483,Commercial,SME,South,2026-09,13454,13062
P01484,Commercial,SME,South,2026-09,18213,17683
P01485,Commercial,SME,South,2026-09,15051,14613
P01486,Commercial,SME,South,2026-09,11414,11082
P01487,Commercial,SME,South,2026-09,6615,6422
P01488,Commercial,SME,South,2026-09,14852,14419
P01489,Commercial,SME,South,2026-09,24511,23797
P01490,Commercial,SME,South,2026-09,5875,5704
P01491,Commercial,SME,South,2026-09,17190,16689
P01492,Commercial,SME,South,2026-09,22699,22038
P01493,Commercial,SME,South,2026-09,21795,21160
P01494,Commercial,SME,South,2026-09,26266,25501
P01495,Commercial,SME,South,2026-09,27177,26385
P01496,Commercial,SME,South,2026-09,24519,23805
P01497,Commercial,SME,South,2026-09,8143,7906
P01498,Commercial,SME,South,2026-09,18154,17625
P01499,Commercial,SME,South,2026-09,21606,20977
P01500,Commercial,SME,South,2026-09,11983,11634
P01501,Commercial,SME,South,2026-09,6523,6333
P01502,Commercial,SME,South,2026-09,11392,11060
P01503,Commercial,SME,South,2026-09,17613,17100
P01504,Commercial,SME,South,2026-09,16511,16030
P01505,Commercial,SME,South,2026-09,10130,9835
P01506,Commercial,SME,South,2026-09,27550,26748
P01507,Commercial,SME,South,2026-09,30274,29392
P01508,Commercial,SME,South,2026-09,10793,10479
P01509,Commercial,SME,South,2026-09,30379,29494
P01510,Commercial,SME,South,2026-09,5859,5688
P01511,Commercial,SME,South,2026-09,30254,29373
P01512,Commercial,SME,South,2026-09,30980,30078
P01513,Commercial,SME,South,2026-09,5703,5537
P01514,Commercial,SME,South,2026-09,25899,25145
P01515,Commercial,SME,South,2026-09,31472,30555
P01516,Commercial,SME,South,2026-09,29742,28876
P01517,Commercial,SME,South,2026-09,31485,30568
P01518,Commercial,SME,South,2026-09,20179,19591
P01519,Commercial,SME,South,2026-09,7481,7263
P01520,Commercial,SME,South,2026-09,28233,27411
P01521,Commercial,SME,South,2026-09,21888,21250
P01522,Commercial,SME,South,2026-09,21911,21273
P01523,Commercial,SME,South,2026-09,16601,16117
P01524,Commercial,SME,South,2026-09,20758,20153
P01525,Commercial,SME,South,2026-09,9509,9232
P01526,Commercial,SME,South,2026-09,25274,24538
P01527,Commercial,SME,South,2026-09,7396,7181
P01528,Commercial,SME,South,2026-09,25005,24277
P01529,Commercial,SME,South,2026-09,28211,27389
P01530,Commercial,SME,South,2026-09,18086,17559
P01531,Commercial,SME,South,2026-09,19090,18534
P01532,Commercial,SME,South,2026-09,13775,13374
P01533,Commercial,SME,South,2026-09,31451,30535
P01534,Commercial,SME,South,2026-09,25095,24364
P01535,Commercial,SME,South,2026-09,15303,14857
P01536,Commercial,SME,South,2026-09,10080,9786
P01537,Commercial,SME,South,2026-09,11284,10955
P01538,Commercial,SME,South,2026-09,17855,17335
P01539,Commercial,SME,South,2026-09,30728,29833
P01540,Commercial,SME,South,2026-09,25123,24391
P01541,Commercial,SME,South,2026-09,11167,10842
P01542,Commercial,SME,South,2026-09,28496,27666
P01543,Commercial,SME,South,2026-09,15550,15097
P01544,Commercial,SME,South,2026-09,28285,27461
P01545,Commercial,SME,South,2026-09,11879,11533
P01546,Commercial,SME,South,2026-09,22017,21376
P01547,Commercial,SME,South,2026-09,30301,29418
P01548,Commercial,SME,South,2026-09,12315,11956
P01549,Commercial,SME,South,2026-09,24014,23315
P01550,Commercial,SME,South,2026-09,31931,31001
P01551,Commercial,SME,South,2026-09,9429,9154
P01552,Commercial,SME,South,2026-09,7756,7530
P01553,Commercial,SME,South,2026-09,23511,22826
P01554,Commercial,SME,South,2026-09,14516,14093
P01555,Commercial,SME,South,2026-09,7294,7082
P01556,Commercial,SME,South,2026-09,18162,17633
P01557,Commercial,SME,South,2026-09,25651,24904
P01558,Commercial,SME,South,2026-09,13047,12667
P01559,Commercial,SME,South,2026-09,14389,13970
P01560,Commercial,SME,South,2026-09,28123,27304
P01561,Commercial,SME,South,2026-09,19365,18801
P01562,Commercial,SME,South,2026-09,28043,27226
P01563,Commercial,SME,South,2026-09,17384,16878
P01564,Commercial,SME,South,2026-09,31008,30105
P01565,Commercial,SME,South,2026-09,22881,22215
P01566,Commercial,SME,South,2026-09,8495,8248
P01567,Commercial,SME,South,2026-09,29182,28332
P01568,Commercial,SME,South,2026-09,18537,17997
P01569,Commercial,SME,South,2026-09,9188,8920
P01570,Commercial,SME,South,2026-09,9485,9209
P01571,Commercial,SME,South,2026-09,23869,23174
P01572,Commercial,SME,South,2026-09,6653,6459
P01573,Commercial,SME,South,2026-09,13086,12705
P01574,Commercial,SME,South,2026-09,9138,8872
P01575,Commercial,SME,South,2026-09,17241,16739
P01576,Commercial,SME,South,2026-09,16522,16041
P01577,Commercial,SME,South,2026-09,19414,18849
P01578,Commercial,SME,South,2026-09,12900,12524
P01579,Commercial,SME,South,2026-09,6241,6059
P01580,Commercial,SME,South,2026-09,21902,21264
P01581,Commercial,SME,South,2026-09,15429,14980
P01582,Commercial,SME,South,2026-09,22896,22229
P01583,Commercial,SME,South,2026-09,8301,8059
P01584,Commercial,SME,South,2026-09,5749,5582
P01585,Commercial,SME,South,2026-09,12056,11705
P01586,Commercial,SME,South,2026-09,17657,17143
P01587,Commercial,SME,South,2026-09,15977,15512
P01588,Commercial,SME,South,2026-09,27171,26380
P01589,Commercial,SME,South,2026-09,15541,15088
P01590,Commercial,SME,South,2026-09,19644,19072
P01591,Commercial,SME,South,2026-09,21341,20719
P01592,Commercial,SME,South,2026-09,5966,5792
P01593,Commercial,SME,South,2026-09,19233,18673
P01594,Commercial,SME,South,2026-09,14653,14226
P01595,Commercial,SME,South,2026-09,16709,16222
P01596,Commercial,SME,South,2026-09,8076,7841
P01597,Commercial,SME,South,2026-09,26432,25662
P01598,Commercial,SME,South,2026-09,30724,29829
P01599,Commercial,SME,South,2026-09,5978,5804
P01600,Commercial,SME,South,2026-09,21552,20924
P01601,Commercial,SME,South,2026-09,25922,25167
P01602,Commercial,SME,South,2026-09,13039,12659
P01603,Commercial,SME,South,2026-09,26560,25786
P01604,Commercial,SME,South,2026-09,22385,21733
P01605,Commercial,SME,South,2026-09,30367,29483
P01606,Commercial,SME,South,2026-09,31762,30837
P01607,Commercial,SME,South,2026-09,6518,6328
P01608,Commercial,SME,South,2026-09,17345,16840
P01609,Commercial,SME,South,2026-09,20089,19504
P01610,Commercial,SME,South,2026-09,9326,9054
P01611,Commercial,SME,South,2026-09,14423,14003
P01612,Commercial,SME,South,2026-09,31940,31010
P01613,Commercial,SME,South,2026-09,5815,5646
P01614,Commercial,SME,South,2026-09,17548,17037
P01615,Commercial,SME,South,2026-09,28041,27224
P01616,Commercial,SME,South,2026-09,14089,13679
P01617,Commercial,SME,South,2026-09,18282,17750
P01618,Commercial,SME,South,2026-09,31682,30759
P01619,Commercial,SME,South,2026-09,18150,17621
P01620,Commercial,SME,South,2026-09,8900,8641
P01621,Commercial,SME,South,2026-09,6770,6573
P01622,Commercial,SME,South,2026-09,30804,29907
P01623,Commercial,SME,South,2026-09,12528,12163
P01624,Commercial,SME,South,2026-09,18936,18384
P01625,Commercial,SME,South,2026-09,7818,7590
P01626,Commercial,SME,South,2026-09,16773,16284
P01627,Commercial,SME,South,2026-09,30393,29508
P01628,Commercial,SME,South,2026-09,18890,18340
P01629,Commercial,SME,South,2026-09,31496,30579
P01630,Commercial,SME,South,2026-09,12339,11980
P01631,Commercial,SME,South,2026-09,18948,18396
P01632,Commercial,SME,South,2026-09,28495,27665
P01633,Commercial,SME,South,2026-09,17434,16926
P01634,Commercial,SME,South,2026-09,12896,12520
P01635,Commercial,SME,South,2026-09,28386,27559
P01636,Commercial,SME,South,2026-09,15864,15402
P01637,Commercial,SME,South,2026-09,19652,19080
P01638,Commercial,SME,South,2026-09,31642,30720
P01639,Commercial,SME,South,2026-09,10394,10091
P01640,Commercial,SME,South,2026-09,13485,13092
P01641,Commercial,SME,East,2026-09,14272,13856
P01642,Commercial,SME,East,2026-09,7832,7604
P01643,Commercial,SME,East,2026-09,6088,5911
P01644,Commercial,SME,East,2026-09,10871,10554
P01645,Commercial,SME,East,2026-09,25861,25108
P01646,Commercial,SME,East,2026-09,32192,31254
P01647,Commercial,SME,East,2026-09,30508,29619
P01648,Commercial,SME,East,2026-09,19037,18483
P01649,Commercial,SME,East,2026-09,19784,19208
P01650,Commercial,SME,East,2026-09,13911,13506
P01651,Commercial,SME,East,2026-09,26329,25562
P01652,Commercial,SME,East,2026-09,26081,25321
P01653,Commercial,SME,East,2026-09,28230,27408
P01654,Commercial,SME,East,2026-09,29616,28753
P01655,Commercial,SME,East,2026-09,17148,16649
P01656,Commercial,SME,East,2026-09,26138,25377
P01657,Commercial,SME,East,2026-09,27206,26414
P01658,Commercial,SME,East,2026-09,13745,13345
P01659,Commercial,SME,East,2026-09,30527,29638
P01660,Commercial,SME,East,2026-09,7957,7725
P01661,Commercial,SME,East,2026-09,32285,31345
P01662,Commercial,SME,East,2026-09,26225,25461
P01663,Commercial,SME,East,2026-09,7928,7697
P01664,Commercial,SME,East,2026-09,23147,22473
P01665,Commercial,SME,East,2026-09,6330,6146
P01666,Commercial,SME,East,2026-09,26228,25464
P01667,Commercial,SME,East,2026-09,27013,26226
P01668,Commercial,SME,East,2026-09,21692,21060
P01669,Commercial,SME,East,2026-09,28570,27738
P01670,Commercial,SME,East,2026-09,8053,7818
P01671,Commercial,SME,East,2026-09,12866,12491
P01672,Commercial,SME,East,2026-09,16604,16120
P01673,Commercial,SME,East,2026-09,6555,6364
P01674,Commercial,SME,East,2026-09,17523,17013
P01675,Commercial,SME,East,2026-09,12576,12210
P01676,Commercial,SME,East,2026-09,16024,15557
P01677,Commercial,SME,East,2026-09,16899,16407
P01678,Commercial,SME,East,2026-09,29180,28330
P01679,Commercial,SME,East,2026-09,12715,12345
P01680,Commercial,SME,East,2026-09,29567,28706
P01681,Commercial,SME,East,2026-09,16922,16429
P01682,Commercial,SME,East,2026-09,14269,13853
