policy_id,product,segment,region,period,written_premium,earned_premium
P07193,Commercial,SME,North,2026-08,26192,25429
P07194,Commercial,SME,North,2026-08,15394,14946
P07195,Commercial,SME,North,2026-08,15744,15285
P07196,Commercial,SME,North,2026-08,17607,17094
P07197,Commercial,SME,North,2026-08,19367,18803
P07198,Commercial,SME,North,2026-08,7792,7565
P07199,Commercial,SME,North,2026-08,12955,12578
P07200,Commercial,SME,North,2026-08,9399,9125
P07201,Commercial,SME,North,2026-08,14805,14374
P07202,Commercial,SME,North,2026-08,29653,28789
P07203,Commercial,SME,North,2026-08,19781,19205
P07204,Commercial,SME,North,2026-08,15905,15442
P07205,Commercial,SME,North,2026-08,19357,18793
P07206,Commercial,SME,North,2026-08,21963,21323
P07207,Commercial,SME,North,2026-08,16046,15579
P07208,Commercial,SME,North,2026-08,16369,15892
P07209,Commercial,SME,North,2026-08,22779,22116
P07210,Commercial,SME,North,2026-08,6592,6400
P07211,Commercial,SME,North,2026-08,18703,18158
P07212,Commercial,SME,North,2026-08,18886,18336
P07213,Commercial,SME,North,2026-08,24179,23475
P07214,Commercial,SME,North,2026-08,29888,29017
P07215,Commercial,SME,North,2026-08,25164,24431
P07216,Commercial,SME,North,2026-08,17786,17268
P07217,Commercial,SME,North,2026-08,9337,9065
P07218,Commercial,SME,North,2026-08,19920,19340
P07219,Commercial,SME,North,2026-08,26138,25377
P07220,Commercial,SME,North,2026-08,28619,27785
P07221,Commercial,SME,North,2026-08,25912,25157
P07222,Commercial,SME,North,2026-08,9830,9544
P07223,Commercial,SME,North,2026-08,23063,22391
P07224,Commercial,SME,North,2026-08,27297,26502
P07225,Commercial,SME,North,2026-08,22264,21616
P07226,Commercial,SME,North,2026-08,22384,21732
P07227,Commercial,SME,North,2026-08,17694,17179
P07228,Commercial,SME,North,2026-08,21152,20536
P07229,Commercial,SME,North,2026-08,12494,12130
P07230,Commercial,SME,North,2026-08,7299,7086
P07231,Commercial,SME,North,2026-08,25972,25216
P07232,Commercial,SME,North,2026-08,28889,28048
P07233,Commercial,SME,North,2026-08,26708,25930
P07234,Commercial,SME,North,2026-08,13493,13100
P07235,Commercial,SME,North,2026-08,7418,7202
P07236,Commercial,SME,North,2026-08,12133,11780
P07237,Commercial,SME,North,2026-08,26355,25587
P07238,Commercial,SME,North,2026-08,21628,20998
P07239,Commercial,SME,North,2026-08,29485,28626
P07240,Commercial,SME,North,2026-08,13714,13315
P07241,Commercial,SME,North,2026-08,18991,18438
P07242,Commercial,SME,North,2026-08,25020,24291
P07243,Commercial,SME,North,2026-08,10967,10648
P07244,Commercial,SME,North,2026-08,29419,28562
P07245,Commercial,SME,North,2026-08,20025,19442
P07246,Commercial,SME,North,2026-08,5254,5101
P07247,Commercial,SME,North,2026-08,5690,5524
P07248,Commercial,SME,North,2026-08,27350,26553
P07249,Commercial,SME,North,2026-08,21362,20740
P07250,Commercial,SME,North,2026-08,24339,23630
P07251,Commercial,SME,North,2026-08,24867,24143
P07252,Commercial,SME,North,2026-08,15680,15223
P07253,Commercial,SME,North,2026-08,25237,24502
P07254,Commercial,SME,North,2026-08,28747,27910
P07255,Commercial,SME,North,2026-08,9405,9131
P07256,Commercial,SME,North,2026-08,24366,23656
P07257,Commercial,SME,North,2026-08,12833,12459
P07258,Commercial,SME,North,2026-08,13179,12795
P07259,Commercial,SME,North,2026-08,15485,15034
P07260,Commercial,SME,North,2026-08,26882,26099
P07261,Commercial,SME,North,2026-08,5611,5448
P07262,Commercial,SME,North,2026-08,16021,15554
P07263,Commercial,SME,North,2026-08,22241,21593
P07264,Commercial,SME,North,2026-08,7844,7616
P07265,Commercial,SME,North,2026-08,25076,24346
P07266,Commercial,SME,North,2026-08,28858,28017
P07267,Commercial,SME,North,2026-08,7352,7138
P07268,Commercial,SME,North,2026-08,8920,8660
P07269,Commercial,SME,North,2026-08,29671,28807
P07270,Commercial,SME,North,2026-08,10055,9762
P07271,Commercial,SME,North,2026-08,7049,6844
P07272,Commercial,SME,North,2026-08,29118,28270
P07273,Commercial,SME,North,2026-08,27612,26808
P07274,Commercial,SME,North,2026-08,21626,20996
P07275,Commercial,SME,North,2026-08,18990,18437
P07276,Commercial,SME,North,2026-08,28285,27461
P07277,Commercial,SME,North,2026-08,21621,20991
P07278,Commercial,SME,North,2026-08,21693,21061
P07279,Commercial,SME,North,2026-08,26375,25607
P07280,Commercial,SME,North,2026-08,21563,20935
P07281,Commercial,SME,North,2026-08,17783,17265
P07282,Commercial,SME,North,2026-08,14903,14469
P07283,Commercial,SME,North,2026-08,17770,17252
P07284,Commercial,SME,North,2026-08,18258,17726
P07285,Commercial,SME,North,2026-08,14173,13760
P07286,Commercial,SME,North,2026-08,16379,15902
P07287,Commercial,SME,North,2026-08,25319,24582
P07288,Commercial,SME,North,2026-08,15581,15127
P07289,Commercial,SME,North,2026-08,5700,5534
P07290,Commercial,SME,North,2026-08,12207,11851
P07291,Commercial,SME,North,2026-08,10911,10593
P07292,Commercial,SME,North,2026-08,25109,24378
P07293,Commercial,SME,North,2026-08,16409,15931
P07294,Commercial,SME,North,2026-08,12139,11785
P07295,Commercial,SME,North,2026-08,25542,24798
P07296,Commercial,SME,North,2026-08,5540,5379
P07297,Commercial,SME,North,2026-08,9457,9182
P07298,Commercial,SME,North,2026-08,25953,25197
P07299,Commercial,SME,North,2026-08,18971,18418
P07300,Commercial,SME,North,2026-08,24606,23889
P07301,Commercial,SME,North,2026-08,26236,25472
P07302,Commercial,SME,North,2026-08,28860,28019
P07303,Commercial,SME,North,2026-08,6657,6463
P07304,Commercial,SME,North,2026-08,25253,24517
P07305,Commercial,SME,North,2026-08,22966,22297
P07306,Commercial,SME,North,2026-08,10287,9987
P07307,Commercial,SME,North,2026-08,28600,27767
P07308,Commercial,SME,North,2026-08,15269,14824
P07309,Commercial,SME,North,2026-08,27486,26685
P07310,Commercial,SME,North,2026-08,20347,19754
P07311,Commercial,SME,North,2026-08,18366,17831
P07312,Commercial,SME,North,2026-08,9086,8821
P07313,Commercial,SME,North,2026-08,28161,27341
P07314,Commercial,SME,North,2026-08,19122,18565
P07315,Commercial,SME,North,2026-08,5209,5057
P07316,Commercial,SME,North,2026-08,5517,5356
P07317,Commercial,SME,North,2026-08,24707,23987
P07318,Commercial,SME,North,2026-08,9146,8880
P07319,Commercial,SME,North,2026-08,20186,19598
P07320,Commercial,SME,North,2026-08,22267,21618
P07321,Commercial,SME,North,2026-08,12115,11762
P07322,Commercial,SME,North,2026-08,19442,18876
P07323,Commercial,SME,North,2026-08,11126,10802
P07324,Commercial,SME,North,2026-08,28970,28126
P07325,Commercial,SME,North,2026-08,26792,26012
P07326,Commercial,SME,North,2026-08,12333,11974
P07327,Commercial,SME,North,2026-08,18418,17882
P07328,Commercial,SME,North,2026-08,17706,17190
P07329,Commercial,SME,North,2026-08,29316,28462
P07330,Commercial,SME,North,2026-08,15012,14575
P07331,Commercial,SME,North,2026-08,19263,18702
P07332,Commercial,SME,North,2026-08,28525,27694
P07333,Commercial,SME,North,2026-08,9169,8902
P07334,Commercial,SME,North,2026-08,18966,18414
P07335,Commercial,SME,North,2026-08,7725,7500
P07336,Commercial,SME,North,2026-08,20660,20058
P07337,Commercial,SME,North,2026-08,14295,13879
P07338,Commercial,SME,North,2026-08,29508,28649
P07339,Commercial,SME,North,2026-08,15552,15099
P07340,Commercial,SME,North,2026-08,8496,8249
P07341,Commercial,SME,North,2026-08,26131,25370
P07342,Commercial,SME,North,2026-08,25799,25048
P07343,Commercial,SME,North,2026-08,22615,21956
P07344,Commercial,SME,North,2026-08,23978,23280
P07345,Commercial,SME,South,2026-08,13177,12793
P07346,Commercial,SME,South,2026-08,23876,23181
P07347,Commercial,SME,South,2026-08,6749,6552
P07348,Commercial,SME,South,2026-08,11254,10926
P07349,Commercial,SME,South,2026-08,32106,31171
P07350,Commercial,SME,South,2026-08,26632,25856
P07351,Commercial,SME,South,2026-08,12212,11856
P07352,Commercial,SME,South,2026-08,8829,8572
P07353,Commercial,SME,South,2026-08,32578,31629
P07354,Commercial,SME,South,2026-08,8852,8594
P07355,Commercial,SME,South,2026-08,12960,12583
P07356,Commercial,SME,South,2026-08,10850,10534
P07357,Commercial,SME,South,2026-08,5882,5711
P07358,Commercial,SME,South,2026-08,14579,14154
P07359,Commercial,SME,South,2026-08,33294,32324
P07360,Commercial,SME,South,2026-08,15366,14918
P07361,Commercial,SME,South,2026-08,19971,19389
P07362,Commercial,SME,South,2026-08,26822,26041
P07363,Commercial,SME,South,2026-08,21296,20676
P07364,Commercial,SME,South,2026-08,26755,25976
P07365,Commercial,SME,South,2026-08,24432,23720
P07366,Commercial,SME,South,2026-08,22927,22259
P07367,Commercial,SME,South,2026-08,24092,23390
P07368,Commercial,SME,South,2026-08,28331,27506
P07369,Commercial,SME,South,2026-08,25809,25057
P07370,Commercial,SME,South,2026-08,28122,27303
P07371,Commercial,SME,South,2026-08,9799,9514
P07372,Commercial,SME,South,2026-08,24886,24161
P07373,Commercial,SME,South,2026-08,26569,25795
P07374,Commercial,SME,South,2026-08,14177,13764
P07375,Commercial,SME,South,2026-08,30469,29582
P07376,Commercial,SME,South,2026-08,14311,13894
P07377,Commercial,SME,South,2026-08,12585,12218
P07378,Commercial,SME,South,2026-08,30257,29376
P07379,Commercial,SME,South,2026-08,12675,12306
P07380,Commercial,SME,South,2026-08,17452,16944
P07381,Commercial,SME,South,2026-08,16103,15634
P07382,Commercial,SME,South,2026-08,31136,30229
P07383,Commercial,SME,South,2026-08,18579,18038
P07384,Commercial,SME,South,2026-08,25358,24619
P07385,Commercial,SME,South,2026-08,28186,27365
P07386,Commercial,SME,South,2026-08,23475,22791
P07387,Commercial,SME,South,2026-08,32430,31485
P07388,Commercial,SME,South,2026-08,28426,27598
P07389,Commercial,SME,South,2026-08,17019,16523
P07390,Commercial,SME,South,2026-08,32631,31681
P07391,Commercial,SME,South,2026-08,20545,19947
P07392,Commercial,SME,South,2026-08,6311,6127
P07393,Commercial,SME,South,2026-08,13044,12664
P07394,Commercial,SME,South,2026-08,23300,22621
P07395,Commercial,SME,South,2026-08,10118,9823
P07396,Commercial,SME,South,2026-08,22233,21585
P07397,Commercial,SME,South,2026-08,15924,15460
P07398,Commercial,SME,South,2026-08,20824,20217
P07399,Commercial,SME,South,2026-08,5724,5557
P07400,Commercial,SME,South,2026-08,29728,28862
P07401,Commercial,SME,South,2026-08,15933,15469
P07402,Commercial,SME,South,2026-08,9645,9364
P07403,Commercial,SME,South,2026-08,18088,17561
P07404,Commercial,SME,South,2026-08,19457,18890
P07405,Commercial,SME,South,2026-08,23745,23053
P07406,Commercial,SME,South,2026-08,20544,19946
P07407,Commercial,SME,South,2026-08,6905,6704
P07408,Commercial,SME,South,2026-08,30383,29498
P07409,Commercial,SME,South,2026-08,18615,18073
P07410,Commercial,SME,South,2026-08,7854,7625
P07411,Commercial,SME,South,2026-08,27584,26781
P07412,Commercial,SME,South,2026-08,24389,23679
P07413,Commercial,SME,South,2026-08,24086,23384
P07414,Commercial,SME,South,2026-08,17776,17258
P07415,Commercial,SME,South,2026-08,17310,16806
P07416,Commercial,SME,South,2026-08,20879,20271
P07417,Commercial,SME,South,2026-08,7106,6899
P07418,Commercial,SME,South,2026-08,14148,13736
P07419,Commercial,SME,South,2026-08,33683,32702
P07420,Commercial,SME,South,2026-08,24447,23735
P07421,Commercial,SME,South,2026-08,17550,17039
P07422,Commercial,SME,South,2026-08,11976,11627
P07423,Commercial,SME,South,2026-08,26802,26021
P07424,Commercial,SME,South,2026-08,13051,12671
P07425,Commercial,SME,South,2026-08,10275,9976
P07426,Commercial,SME,South,2026-08,10052,9759
P07427,Commercial,SME,South,2026-08,26349,25582
P07428,Commercial,SME,South,2026-08,23898,23202
P07429,Commercial,SME,South,2026-08,7650,7427
P07430,Commercial,SME,South,2026-08,8933,8673
P07431,Commercial,SME,South,2026-08,23644,22955
P07432,Commercial,SME,South,2026-08,21865,21228
P07433,Commercial,SME,South,2026-08,25123,24391
P07434,Commercial,SME,South,2026-08,10719,10407
P07435,Commercial,SME,South,2026-08,26273,25508
P07436,Commercial,SME,South,2026-08,32214,31276
P07437,Commercial,SME,South,2026-08,22714,22052
P07438,Commercial,SME,South,2026-08,11232,10905
P07439,Commercial,SME,South,2026-08,24939,24213
P07440,Commercial,SME,South,2026-08,15398,14950
P07441,Commercial,SME,South,2026-08,7069,6863
P07442,Commercial,SME,South,2026-08,14244,13829
P07443,Commercial,SME,South,2026-08,31349,30436
P07444,Commercial,SME,South,2026-08,17329,16824
P07445,Commercial,SME,South,2026-08,30188,29309
P07446,Commercial,SME,South,2026-08,20094,19509
P07447,Commercial,SME,South,2026-08,20330,19738
P07448,Commercial,SME,South,2026-08,5818,5649
P07449,Commercial,SME,South,2026-08,23736,23045
P07450,Commercial,SME,South,2026-08,8728,8474
P07451,Commercial,SME,South,2026-08,19246,18685
P07452,Commercial,SME,South,2026-08,13052,12672
P07453,Commercial,SME,South,2026-08,16797,16308
P07454,Commercial,SME,South,2026-08,20900,20291
P07455,Commercial,SME,South,2026-08,6081,5904
P07456,Commercial,SME,South,2026-08,13740,13340
P07457,Commercial,SME,South,2026-08,33731,32749
P07458,Commercial,SME,South,2026-08,7299,7086
P07459,Commercial,SME,South,2026-08,14727,14298
P07460,Commercial,SME,South,2026-08,14785,14354
P07461,Commercial,SME,South,2026-08,16428,15950
P07462,Commercial,SME,South,2026-08,25088,24357
P07463,Commercial,SME,South,2026-08,12696,12326
P07464,Commercial,SME,South,2026-08,18722,18177
P07465,Commercial,SME,South,2026-08,23956,23258
P07466,Commercial,SME,South,2026-08,14810,14379
P07467,Commercial,SME,South,2026-08,32574,31625
P07468,Commercial,SME,South,2026-08,33449,32475
P07469,Commercial,SME,South,2026-08,9064,8800
P07470,Commercial,SME,South,2026-08,15420,14971
P07471,Commercial,SME,South,2026-08,11568,11231
P07472,Commercial,SME,South,2026-08,10967,10648
P07473,Commercial,SME,South,2026-08,19593,19022
P07474,Commercial,SME,South,2026-08,21658,21027
P07475,Commercial,SME,South,2026-08,17741,17224
P07476,Commercial,SME,South,2026-08,13399,13009
P07477,Commercial,SME,South,2026-08,13571,13176
P07478,Commercial,SME,South,2026-08,33803,32818
P07479,Commercial,SME,South,2026-08,31862,30934
P07480,Commercial,SME,South,2026-08,7823,7595
P07481,Commercial,SME,South,2026-08,24287,23580
P07482,Commercial,SME,South,2026-08,18625,18083
P07483,Commercial,SME,South,2026-08,25202,24468
P07484,Commercial,SME,South,2026-08,22598,21940
P07485,Commercial,SME,South,2026-08,30886,29986
P07486,Commercial,SME,South,2026-08,7570,7350
P07487,Commercial,SME,South,2026-08,15584,15130
P07488,Commercial,SME,South,2026-08,33614,32635
P07489,Commercial,SME,South,2026-08,10840,10524
P07490,Commercial,SME,South,2026-08,9281,9011
P07491,Commercial,SME,South,2026-08,26341,25574
P07492,Commercial,SME,South,2026-08,27715,26908
P07493,Commercial,SME,South,2026-08,24733,24013
P07494,Commercial,SME,South,2026-08,27680,26874
P07495,Commercial,SME,South,2026-08,25341,24603
P07496,Commercial,SME,South,2026-08,9520,9243
P07497,Commercial,SME,South,2026-08,22918,22250
P07498,Commercial,SME,South,2026-08,27699,26892
P07499,Commercial,SME,South,2026-08,30213,29333
P07500,Commercial,SME,South,2026-08,12653,12284
P07501,Commercial,SME,South,2026-08,9284,9014
P07502,Commercial,SME,South,2026-08,27818,27008
P07503,Commercial,SME,South,2026-08,12945,12568
P07504,Commercial,SME,South,2026-08,6577,6385
P07505,Commercial,SME,South,2026-08,29070,28223
P07506,Commercial,SME,South,2026-08,20018,19435
P07507,Commercial,SME,South,2026-08,14933,14498
P07508,Commercial,SME,South,2026-08,5995,5820
P07509,Commercial,SME,South,2026-08,6672,6478
P07510,Commercial,SME,South,2026-08,28146,27326
P07511,Commercial,SME,South,2026-08,19557,18987
P07512,Commercial,SME,South,2026-08,9916,9627
P07513,Commercial,SME,South,2026-08,15836,15375
P07514,Commercial,SME,South,2026-08,10358,10056
P07515,Commercial,SME,South,2026-08,8871,8613
P07516,Commercial,SME,South,2026-08,13505,13112
P07517,Commercial,SME,South,2026-08,21252,20633
P07518,Commercial,SME,South,2026-08,11626,11287
P07519,Commercial,SME,South,2026-08,15416,14967
P07520,Commercial,SME,South,2026-08,19223,18663
P07521,Commercial,SME,South,2026-08,17581,17069
P07522,Commercial,SME,South,2026-08,9318,9047
P07523,Commercial,SME,South,2026-08,6773,6576
P07524,Commercial,SME,South,2026-08,6676,6482
P07525,Commercial,SME,South,2026-08,15600,15146
P07526,Commercial,SME,South,2026-08,26053,25294
P07527,Commercial,SME,South,2026-08,9393,9119
P07528,Commercial,SME,South,2026-08,27986,27171
P07529,Commercial,SME,South,2026-08,25964,25208
P07530,Commercial,SME,South,2026-08,5782,5614
P07531,Commercial,SME,South,2026-08,6429,6242
P07532,Commercial,SME,South,2026-08,11201,10875
P07533,Commercial,SME,South,2026-08,7263,7051
P07534,Commercial,SME,South,2026-08,20737,20133
P07535,Commercial,SME,South,2026-08,6795,6597
P07536,Commercial,SME,South,2026-08,28430,27602
P07537,Commercial,SME,South,2026-08,19649,19077
P07538,Commercial,SME,South,2026-08,26312,25546
P07539,Commercial,SME,South,2026-08,26957,26172
P07540,Commercial,SME,South,2026-08,20040,19456
P07541,Commercial,SME,South,2026-08,31909,30980
P07542,Commercial,SME,South,2026-08,33749,32766
P07543,Commercial,SME,South,2026-08,15857,15395
P07544,Commercial,SME,South,2026-08,9240,8971
P07545,Commercial,SME,South,2026-08,15970,15505
P07546,Commercial,SME,South,2026-08,12004,11654
P07547,Commercial,SME,South,2026-08,20728,20124
P07548,Commercial,SME,South,2026-08,16400,15922
P07549,Commercial,SME,South,2026-08,19294,18732
P07550,Commercial,SME,South,2026-08,27311,26516
P07551,Commercial,SME,South,2026-08,13440,13049
P07552,Commercial,SME,South,2026-08,20911,20302
P07553,Commercial,SME,South,2026-08,15174,14732
P07554,Commercial,SME,South,2026-08,27928,27115
P07555,Commercial,SME,South,2026-08,23805,23112
P07556,Commercial,SME,South,2026-08,5912,5740
P07557,Commercial,SME,South,2026-08,24386,23676
P07558,Commercial,SME,South,2026-08,10496,10190
P07559,Commercial,SME,South,2026-08,26214,25450
P07560,Commercial,SME,South,2026-08,21758,21124
P07561,Commercial,SME,East,2026-08,15922,15458
P07562,Commercial,SME,East,2026-08,23667,22978
P07563,Commercial,SME,East,2026-08,27970,27155
P07564,Commercial,SME,East,2026-08,25909,25154
P07565,Commercial,SME,East,2026-08,19732,19157
P07566,Commercial,SME,East,2026-08,24425,23714
P07567,Commercial,SME,East,2026-08,16251,15778
P07568,Commercial,SME,East,2026-08,26182,25419
P07569,Commercial,SME,East,2026-08,27240,26447
P07570,Commercial,SME,East,2026-08,8929,8669
P07571,Commercial,SME,East,2026-08,11596,11258
P07572,Commercial,SME,East,2026-08,12441,12079
P07573,Commercial,SME,East,2026-08,9691,9409
P07574,Commercial,SME,East,2026-08,15686,15229
P07575,Commercial,SME,East,2026-08,10404,10101
P07576,Commercial,SME,East,2026-08,21059,20446
P07577,Commercial,SME,East,2026-08,7985,7752
P07578,Commercial,SME,East,2026-08,12439,12077
P07579,Commercial,SME,East,2026-08,22911,22244
P07580,Commercial,SME,East,2026-08,15844,15383
P07581,Commercial,SME,East,2026-08,16451,15972
P07582,Commercial,SME,East,2026-08,26416,25647
P07583,Commercial,SME,East,2026-08,31356,30443
P07584,Commercial,SME,East,2026-08,20253,19663
P07585,Commercial,SME,East,2026-08,7387,7172
P07586,Commercial,SME,East,2026-08,8019,7785
P07587,Commercial,SME,East,2026-08,30932,30031
P07588,Commercial,SME,East,2026-08,23275,22597
P07589,Commercial,SME,East,2026-08,25213,24479
P07590,Commercial,SME,East,2026-08,23183,22508
P07591,Commercial,SME,East,2026-08,10049,9756
P07592,Commercial,SME,East,2026-08,17163,16663
P07593,Commercial,SME,East,2026-08,26421,25651
P07594,Commercial,SME,East,2026-08,28228,27406
P07595,Commercial,SME,East,2026-08,11577,11240
P07596,Commercial,SME,East,2026-08,21071,20457
P07597,Commercial,SME,East,2026-08,9453,9178
P07598,Commercial,SME,East,2026-08,30661,29768
P07599,Commercial,SME,East,2026-08,11971,11622
P07600,Commercial,SME,East,2026-08,24529,23815
P07601,Commercial,SME,East,2026-08,11412,11080
P07602,Commercial,SME,East,2026-08,21602,20973
P07603,Commercial,SME,East,2026-08,22747,22084
P07604,Commercial,SME,East,2026-08,13988,13581
P07605,Commercial,SME,East,2026-08,26971,26185
P07606,Commercial,SME,East,2026-08,28732,27895
P07607,Commercial,SME,East,2026-08,27929,27116
P07608,Commercial,SME,East,2026-08,14051,13642
P07609,Commercial,SME,East,2026-08,24998,24270
P07610,Commercial,SME,East,2026-08,20105,19519
P07611,Commercial,SME,East,2026-08,20982,20371
P07612,Commercial,SME,East,2026-08,17932,17410
P07613,Commercial,SME,East,2026-08,21184,20567
P07614,Commercial,SME,East,2026-08,8886,8627
P07615,Commercial,SME,East,2026-08,16117,15648
P07616,Commercial,SME,East,2026-08,9997,9706
P07617,Commercial,SME,East,2026-08,12709,12339
P07618,Commercial,SME,East,2026-08,8678,8425
P07619,Commercial,SME,East,2026-08,10919,10601
P07620,Commercial,SME,East,2026-08,25993,25236
P07621,Commercial,SME,East,2026-08,19849,19271
P07622,Commercial,SME,East,2026-08,5920,5748
P07623,Commercial,SME,East,2026-08,26168,25406
P07624,Commercial,SME,East,2026-08,29369,28514
P07625,Commercial,SME,East,2026-08,28601,27768
P07626,Commercial,SME,East,2026-08,27081,26292
P07627,Commercial,SME,East,2026-08,31560,30641
P07628,Commercial,SME,East,2026-08,20817,20211
P07629,Commercial,SME,East,2026-08,30775,29879
P07630,Commercial,SME,East,2026-08,30412,29526
P07631,Commercial,SME,East,2026-08,13587,13191
P07632,Commercial,SME,East,2026-08,28151,27331
P07633,Commercial,SME,East,2026-08,26272,25507
P07634,Commercial,SME,East,2026-08,25831,25079
P07635,Commercial,SME,East,2026-08,29020,28175
P07636,Commercial,SME,East,2026-08,15464,15014
P07637,Commercial,SME,East,2026-08,15885,15422
P07638,Commercial,SME,East,2026-08,22238,21590
P07639,Commercial,SME,East,2026-08,24825,24102
P07640,Commercial,SME,East,2026-08,28582,27750
P07641,Commercial,SME,East,2026-08,28480,27650
P07642,Commercial,SME,East,2026-08,24389,23679
P07643,Commercial,SME,East,2026-08,30625,29733
P07644,Commercial,SME,East,2026-08,10023,9731
P07645,Commercial,SME,East,2026-08,30451,29564
P07646,Commercial,SME,East,2026-08,6994,6790
P07647,Commercial,SME,East,2026-08,20003,19420
P07648,Commercial,SME,East,2026-08,7682,7458
P07649,Commercial,SME,East,2026-08,20330,19738
P07650,Commercial,SME,East,2026-08,15621,15166
P07651,Commercial,SME,East,2026-08,7455,7238
P07652,Commercial,SME,East,2026-08,22451,21797
P07653,Commercial,SME,East,2026-08,24650,23932
P07654,Commercial,SME,East,2026-08,9906,9617
P07655,Commercial,SME,East,2026-08,23678,22988
P07656,Commercial,SME,East,2026-08,10034,9742
P07657,Commercial,SME,East,2026-08,8931,8671
P07658,Commercial,SME,East,2026-08,9195,8927
P07659,Commercial,SME,East,2026-08,21153,20537
P07660,Commercial,SME,East,2026-08,25911,25156
P07661,Commercial,SME,East,2026-08,21095,20481
P07662,Commercial,SME,East,2026-08,26719,25941
P07663,Commercial,SME,East,2026-08,20951,20341
P07664,Commercial,SME,East,2026-08,26401,25632
P07665,Commercial,SME,East,2026-08,31144,30237
P07666,Commercial,SME,East,2026-08,15644,15188
P07667,Commercial,SME,East,2026-08,9264,8994
P07668,Commercial,SME,East,2026-08,8879,8620
P07669,Commercial,SME,East,2026-08,21111,20496
P07670,Commercial,SME,East,2026-08,19777,19201
P07671,Commercial,SME,East,2026-08,10171,9875
P07672,Commercial,SME,East,2026-08,28645,27811
P07673,Commercial,SME,East,2026-08,30621,29729
P07674,Commercial,SME,East,2026-08,11997,11648
P07675,Commercial,SME,East,2026-08,10771,10457
P07676,Commercial,SME,East,2026-08,10957,10638
P07677,Commercial,SME,East,2026-08,15550,15097
P07678,Commercial,SME,East,2026-08,27881,27069
P07679,Commercial,SME,East,2026-08,21071,20457
P07680,Commercial,SME,East,2026-08,7082,6876
P07681,Commercial,SME,East,2026-08,17815,17296
P07682,Commercial,SME,East,2026-08,7686,7462
P07683,Commercial,SME,East,2026-08,16047,15580
P07684,Commercial,SME,East,2026-08,15976,15511
P07685,Commercial,SME,East,2026-08,22457,21803
P07686,Commercial,SME,East,2026-08,19839,19261
P07687,Commercial,SME,East,2026-08,28451,27622
P07688,Commercial,SME,East,2026-08,5725,5558
P07689,Commercial,SME,East,2026-08,25783,25032
P07690,Commercial,SME,East,2026-08,5894,5722
P07691,Commercial,SME,East,2026-08,13350,12961
P07692,Commercial,SME,East,2026-08,28580,27748
P07693,Commercial,SME,East,2026-08,23571,22884
P07694,Commercial,SME,East,2026-08,9848,9561
P07695,Commercial,SME,East,2026-08,18287,17754
P07696,Commercial,SME,East,2026-08,24405,23694
P07697,Commercial,SME,East,2026-08,30107,29230
P07698,Commercial,SME,East,2026-08,22086,21443
P07699,Commercial,SME,East,2026-08,5947,5774
P07700,Commercial,SME,East,2026-08,18522,17983
P07701,Commercial,SME,East,2026-08,9343,9071
P07702,Commercial,SME,East,2026-08,6559,6368
P07703,Commercial,SME,East,2026-08,21138,20522
P07704,Commercial,SME,East,2026-08,25861,25108
P07705,Commercial,SME,East,2026-08,6249,6067
P07706,Commercial,SME,East,2026-08,26037,25279
P07707,Commercial,SME,East,2026-08,23994,23295
P07708,Commercial,SME,East,2026-08,25201,24467
P07709,Commercial,SME,East,2026-08,11773,11430
P07710,Commercial,SME,East,2026-08,15714,15256
P07711,Commercial,SME,East,2026-08,8465,8218
P07712,Commercial,SME,East,2026-08,11618,11280
P07713,Commercial,SME,East,2026-08,13310,12922
P07714,Commercial,SME,East,2026-08,13750,13350
P07715,Commercial,SME,East,2026-08,9928,9639
P07716,Commercial,SME,East,2026-08,10290,9990
P07717,Commercial,SME,East,2026-08,29157,28308
P07718,Commercial,SME,East,2026-08,26046,25287
P07719,Commercial,SME,East,2026-08,14413,13993
P07720,Commercial,SME,East,2026-08,30380,29495
P07721,Commercial,SME,East,2026-08,11619,11281
P07722,Commercial,SME,East,2026-08,16064,15596
P07723,Commercial,SME,East,2026-08,26829,26048
P07724,Commercial,SME,East,2026-08,17019,16523
P07725,Commercial,SME,East,2026-08,11505,11170
P07726,Commercial,SME,East,2026-08,15050,14612
P07727,Commercial,SME,East,2026-08,18549,18009
P07728,Commercial,SME,East,2026-08,21724,21091
P07729,Commercial,SME,East,2026-08,16031,15564
P07730,Commercial,SME,East,2026-08,16712,16225
P07731,Commercial,SME,East,2026-08,12282,11924
P07732,Commercial,SME,East,2026-08,19466,18899
P07733,Commercial,SME,East,2026-08,11103,10780
P07734,Commercial,SME,East,2026-08,28259,27436
P07735,Commercial,SME,East,2026-08,25078,24348
P07736,Commercial,SME,East,2026-08,16156,15685
P07737,Commercial,SME,East,2026-08,25074,24344
P07738,Commercial,SME,East,2026-08,5480,5320
P07739,Commercial,SME,East,2026-08,14414,13994
P07740,Commercial,SME,East,2026-08,16950,16456
P07741,Commercial,SME,East,2026-08,17730,17214
P07742,Commercial,SME,East,2026-08,25114,24383
P07743,Commercial,SME,East,2026-08,30782,29885
P07744,Commercial,SME,East,2026-08,15353,14906
P07745,Commercial,SME,East,2026-08,14576,14151
P07746,Commercial,SME,East,2026-08,21456,20831
P07747,Commercial,SME,East,2026-08,12740,12369
P07748,Commercial,SME,East,2026-08,9036,8773
P07749,Commercial,SME,East,2026-08,30748,29852
P07750,Commercial,SME,East,2026-08,26724,25946
P07751,Commercial,SME,East,2026-08,30667,29774
